filename,file_path,emotion,file_size_bytes,file_hash
Angry_000.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_000.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_001.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_001.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_002.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_002.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_003.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_003.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_004.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_004.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_005.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_005.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_006.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_006.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_007.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_007.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_008.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_008.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_009.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_009.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_010.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_010.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_011.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_011.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_012.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_012.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_013.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_013.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_014.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_014.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_015.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_015.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_016.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_016.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_017.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_017.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_018.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_018.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_019.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_019.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_020.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_020.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_021.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_021.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_022.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_022.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_023.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_023.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_024.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_024.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_025.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_025.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_026.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_026.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_027.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_027.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_028.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_028.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_029.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_029.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_030.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_030.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_031.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_031.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_032.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_032.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_033.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_033.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_034.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_034.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_035.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_035.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_036.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_036.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_037.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_037.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_038.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_038.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_039.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_039.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_040.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_040.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_041.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_041.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_042.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_042.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_043.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_043.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_044.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_044.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_045.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_045.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_046.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_046.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_047.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_047.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_048.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_048.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_049.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_049.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_050.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_050.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_051.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_051.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_052.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_052.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_053.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_053.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_054.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_054.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_055.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_055.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_056.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_056.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_057.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_057.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_058.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_058.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_059.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_059.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_060.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_060.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_061.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_061.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_062.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_062.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_063.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_063.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_064.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_064.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_065.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_065.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_066.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_066.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_067.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_067.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_068.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_068.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_069.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_069.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_070.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_070.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_071.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_071.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_072.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_072.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_073.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_073.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_074.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_074.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_075.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_075.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
Angry_076.wav,E:\PROJECT 33\PROJECT 33\backend\sample_datasets\audio_dataset\Angry\Angry_076.wav,Angry,44144,edcaddee4da2464c89fdc855841c0f28f4aa55c7c93891b8b1c3f3f8cc477f5f
